,County,Year,State,QUANTITY,MME,Deaths
382,DIMMIT,2006,TX,991.0,800.1469200000032,
383,DIMMIT,2007,TX,1180.0,964.6621500000055,
384,DIMMIT,2008,TX,1535.0,1233.0745050000055,
385,DIMMIT,2009,TX,1862.0,1519.3015500000092,
386,DIMMIT,2010,TX,2053.0,1695.5192250000093,
387,DIMMIT,2011,TX,2548.0,2230.7910000000093,
388,DIMMIT,2012,TX,2325.0,2508.9049875000137,
389,DONLEY,2006,TX,489.0,460.87184999999874,
390,DONLEY,2007,TX,477.0,452.8951499999986,
391,DONLEY,2008,TX,458.0,373.3398149999991,
392,DONLEY,2009,TX,539.0,458.3432999999983,
393,DONLEY,2010,TX,581.0,565.288012499999,
394,DONLEY,2011,TX,599.0,777.6297750000009,
395,DONLEY,2012,TX,460.0,803.9206875000006,
396,DUVAL,2006,TX,117.0,220.91354999999982,
397,DUVAL,2007,TX,147.0,302.4068249999996,
398,DUVAL,2008,TX,123.0,255.13079999999988,
399,DUVAL,2009,TX,144.0,302.54602499999953,
400,DUVAL,2010,TX,319.0,487.5626999999989,
401,DUVAL,2011,TX,443.0,708.6850500000016,
402,DUVAL,2012,TX,504.0,723.3131850000012,
403,EASTLAND,2006,TX,3157.0,4762.43302081251,
404,EASTLAND,2007,TX,3237.0,5089.315771350016,
405,EASTLAND,2008,TX,3756.0,5639.050760662549,
406,EASTLAND,2009,TX,5508.0,6324.671310450117,
407,EASTLAND,2010,TX,5759.0,6243.413977500063,
408,EASTLAND,2011,TX,7034.0,6917.081182500148,
409,EASTLAND,2012,TX,5301.0,7253.064225000084,
410,ECTOR,2006,TX,18907.0,29003.74486336339,22.0
411,ECTOR,2007,TX,30641.0,36526.81007281373,21.0
412,ECTOR,2008,TX,22565.0,38313.14535681388,13.0
413,ECTOR,2009,TX,25602.0,38150.50291158878,13.0
414,ECTOR,2010,TX,27590.0,36937.01916000128,15.0
415,ECTOR,2011,TX,29298.0,39851.10436908916,16.0
416,ECTOR,2012,TX,32269.0,42842.20641840161,13.0
417,EDWARDS,2006,TX,2.0,3.027,
418,EDWARDS,2007,TX,1.0,1.5135,
419,EDWARDS,2008,TX,4.0,6.054,
420,EDWARDS,2009,TX,5.0,7.567500000000001,
421,EDWARDS,2010,TX,13.0,7.567500000000001,
422,EDWARDS,2011,TX,8.0,24.215999999999994,
423,EDWARDS,2012,TX,9.0,13.016099999999998,
424,EL PASO,2006,TX,37616.0,50581.25112913395,70.0
425,EL PASO,2007,TX,46309.0,61495.06192182444,48.0
426,EL PASO,2008,TX,56142.0,67691.2108600518,60.0
427,EL PASO,2009,TX,64081.0,76402.9414925034,55.0
428,EL PASO,2010,TX,67392.0,77957.47505169059,46.0
429,EL PASO,2011,TX,72177.0,84445.46001024282,52.0
430,EL PASO,2012,TX,66845.0,81033.22212387795,47.0
431,ELLIS,2006,TX,15997.0,21319.171283813543,
432,ELLIS,2007,TX,19993.0,24879.815433613854,
433,ELLIS,2008,TX,22827.0,26046.936640876535,
434,ELLIS,2009,TX,24133.0,29465.30968177652,
435,ELLIS,2010,TX,25667.0,32164.430629276492,1.0
436,ELLIS,2011,TX,28106.0,34815.5925031518,
437,ELLIS,2012,TX,27409.0,36808.01063767629,
438,ERATH,2006,TX,5467.0,8013.40012450012,
439,ERATH,2007,TX,6491.0,8631.21821500012,
440,ERATH,2008,TX,6423.0,8591.253727500127,
441,ERATH,2009,TX,6902.0,9027.381367500126,
442,ERATH,2010,TX,8090.0,9607.819440000123,
443,ERATH,2011,TX,9027.0,9608.43930386264,
444,ERATH,2012,TX,6490.0,8293.505790000094,
445,FALLS,2006,TX,2811.0,3016.4909600000037,
446,FALLS,2007,TX,3070.0,3296.5517700000046,
447,FALLS,2008,TX,1689.0,1984.9211550000146,
448,FALLS,2009,TX,2244.0,2426.5178775000154,
449,FALLS,2010,TX,2921.0,2979.741390000017,
450,FALLS,2011,TX,4222.0,4095.1602525000158,
451,FALLS,2012,TX,3337.0,4558.774620000034,
452,FANNIN,2006,TX,4566.0,5553.622062500037,
453,FANNIN,2007,TX,5360.0,6181.68426500007,
454,FANNIN,2008,TX,5487.0,6378.574312500094,
455,FANNIN,2009,TX,7137.0,6980.079360000137,
456,FANNIN,2010,TX,7574.0,7218.918911362634,
457,FANNIN,2011,TX,7971.0,8100.356208862691,
458,FANNIN,2012,TX,6836.0,8696.642490000184,
459,FAYETTE,2006,TX,3325.0,3366.6802838624767,
460,FAYETTE,2007,TX,4022.0,4099.335000224981,
461,FAYETTE,2008,TX,4581.0,4577.069621362508,
462,FAYETTE,2009,TX,3826.0,4545.386508862532,
463,FAYETTE,2010,TX,4269.0,5087.879677725098,
464,FAYETTE,2011,TX,5224.0,5657.506815000126,
465,FAYETTE,2012,TX,4080.0,5550.823552500095,
466,FISHER,2006,TX,194.0,283.78077199999984,
467,FISHER,2007,TX,254.0,384.61304999999953,
468,FISHER,2008,TX,399.0,656.70417,
469,FISHER,2009,TX,564.0,824.6901300000009,
470,FISHER,2010,TX,558.0,885.4846125000001,
471,FISHER,2011,TX,701.0,757.3739999999997,
472,FISHER,2012,TX,717.0,656.3182424999998,
473,FLOYD,2006,TX,281.0,368.15887499999945,
474,FLOYD,2007,TX,318.0,348.0299174999995,
475,FLOYD,2008,TX,343.0,462.5593199999991,
476,FLOYD,2009,TX,395.0,484.9253999999989,
477,FLOYD,2010,TX,390.0,502.8812249999986,
478,FLOYD,2011,TX,563.0,659.1725999999996,
479,FLOYD,2012,TX,629.0,704.7084600000004,
480,FOARD,2006,TX,139.0,162.8759249999999,
481,FOARD,2007,TX,132.0,100.57815000000006,
482,FOARD,2008,TX,208.0,136.76820000000012,
483,FOARD,2009,TX,179.0,128.15865000000014,
484,FOARD,2010,TX,162.0,116.59860000000005,
485,FOARD,2011,TX,230.0,149.90085,
